"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1995-09","1995","09","18.8","","9.7","","14.3","","25.5","","2.5","","101.5","","0.0","","101.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1995-10","1995","10","14.9","","8.5","","11.7","","22.0","","-2.0","","163.1","","0.0","","163.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1995-11","1995","11","4.1","","-2.6","","0.7","","15.5","","-12.5","S","67.7","","49.6","","117.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1995-12","1995","12","-2.9","","-9.3","","-6.1","","6.0","","-17.5","","17.0","","19.5","","36.5","","8","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-01","1996","01","-3.4","","-12.5","","-8.0","","12.5","","-28.0","","63.6","","21.4","","85.0","","4","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-02","1996","02","-1.7","","-9.6","","-5.6","","9.5","","-22.5","","74.2","","8.8","","83.0","","1","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-03","1996","03","1.6","","-6.7","","-2.6","","15.0","","-16.5","","15.2","","20.5","","35.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-04","1996","04","9.0","","1.1","","5.1","","18.0","","-6.5","","100.1","","11.2","","111.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-05","1996","05","15.9","","7.1","E","11.5","E","25.0","","1.5","S","98.6","","0.0","","98.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-06","1996","06","22.8","","15.1","","19.0","","31.0","","9.0","","116.6","","0.0","","116.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-07","1996","07","24.4","","16.5","","20.5","","27.5","","11.5","","92.0","","0.0","","92.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-08","1996","08","25.2","","16.6","","20.9","","29.0","","9.5","","40.7","","0.0","","40.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-09","1996","09","20.9","","13.5","","17.2","","28.0","S","6.0","S","142.6","","0.0","","142.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-10","1996","10","12.8","E","5.9","","9.4","E","22.0","","-2.5","S","92.1","","0.0","","92.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-11","1996","11","4.1","","-2.9","","0.6","","18.5","","-12.0","","76.5","","15.8","","92.3","","2","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1996-12","1996","12","2.9","","-2.1","","0.4","","12.5","","-19.0","","91.2","","14.0","","105.2","","6","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-01","1997","01","-2.2","","-12.5","","-7.4","","9.0","","-25.5","S","39.6","","89.0","","128.6","","15","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-02","1997","02","0.8","","-8.1","","-3.6","","10.5","","-21.5","S","31.7","","22.4","","54.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-03","1997","03","2.3","","-6.4","","-2.1","","14.0","","-17.5","","31.8","","55.0","","86.8","","4","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-04","1997","04","10.2","","0.6","","5.4","","20.5","","-11.0","","42.6","","1.8","","44.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-05","1997","05","14.3","","6.4","","10.3","","21.5","","1.0","","70.6","","0.0","","70.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-06","1997","06","24.4","","14.9","","19.7","","30.0","","7.0","","79.9","","0.0","","79.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-07","1997","07","25.4","","16.1","","20.8","","30.0","S","10.0","","63.7","","0.0","","63.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-08","1997","08","23.5","","14.6","","19.1","","28.0","S","11.0","S","100.6","","0.0","","100.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-09","1997","09","19.4","","11.0","","15.2","","24.5","","1.0","","104.7","","0.0","","104.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-10","1997","10","13.8","","4.4","","9.1","","24.5","","-3.5","","54.0","","0.0","T","54.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-11","1997","11","5.5","","-1.1","","2.2","","16.0","","-9.0","","63.5","","21.4","","84.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1997-12","1997","12","1.4","","-6.1","","-2.4","","7.5","S","-19.0","","11.0","","26.2","","37.2","","13","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-01","1998","01","-1.1","","-8.9","","-5.0","","7.5","S","-25.0","","88.4","","54.9","","143.3","","22","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-02","1998","02","1.8","","-6.2","","-2.2","","11.0","","-18.0","","38.2","","7.0","","45.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-03","1998","03","5.0","","-3.4","","0.8","","24.0","","-16.0","","47.8","","48.2","","96.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-04","1998","04","13.3","","3.0","","8.1","","22.0","","-2.5","","43.6","","0.0","","43.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-05","1998","05","21.8","","11.8","","16.8","","29.0","S","5.5","","68.3","","0.0","","68.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-06","1998","06","22.8","","14.6","E","18.7","E","29.5","","4.5","","106.1","","0.0","","106.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-07","1998","07","25.0","","16.9","","21.0","","31.0","","11.0","","62.3","","0.0","","62.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-08","1998","08","25.3","","16.7","","21.0","","29.5","S","8.5","","81.3","","0.0","","81.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-09","1998","09","21.5","","12.4","","17.0","","27.0","","3.5","","81.5","","0.0","","81.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-10","1998","10","14.7","","5.6","","10.2","","21.5","","-0.5","","54.7","","0.0","","54.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-11","1998","11","8.0","","0.3","","4.1","","15.5","","-7.5","","39.6","","5.0","","44.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1998-12","1998","12","4.6","","-4.0","","0.3","","15.5","","-22.0","","34.0","","3.0","","37.0","","1","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-01","1999","01","-3.1","","-12.3","","-7.8","","10.0","","-28.5","","35.1","","146.0","","181.1","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-02","1999","02","1.8","","-7.8","","-3.0","","9.5","","-18.0","S","30.8","","10.5","","41.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-03","1999","03","2.8","","-5.8","","-1.5","","18.0","","-17.0","","73.2","","46.0","","119.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-04","1999","04","12.6","","2.2","","7.4","","20.0","","-3.0","","18.0","","0.0","","18.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-05","1999","05","21.3","","9.8","","15.5","","27.5","","3.0","","30.8","","0.0","","30.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-06","1999","06","25.4","","15.0","","20.2","","31.0","","7.0","","70.0","","0.0","","70.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-07","1999","07","27.7","","18.4","","23.1","","32.5","S","11.0","","60.4","","0.0","","60.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-08","1999","08","24.2","","15.1","","19.6","","29.0","S","9.0","","60.5","","0.0","","60.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-09","1999","09","22.3","","13.1","","17.7","","30.0","","4.5","","124.2","","0.0","","124.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-10","1999","10","13.5","","4.4","","9.0","","19.5","","-4.0","","87.0","","0.0","","87.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-11","1999","11","10.0","","1.7","","5.8","","17.5","","-7.5","","102.4","","0.0","T","102.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1999-12","1999","12","2.9","","-5.7","","-1.4","","14.5","","-20.0","","43.4","","21.0","","64.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-01","2000","01","-2.5","","-12.0","","-7.3","","11.5","","-25.0","S","42.6","","31.0","","73.6","","16","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-02","2000","02","-0.1","","-9.6","","-4.9","","10.5","","-24.0","","27.2","","46.0","","73.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-03","2000","03","7.0","","-1.9","","2.6","","18.0","","-9.5","","37.9","","16.0","","53.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-04","2000","04","9.4","","1.7","","5.6","","19.0","","-5.0","","139.6","","16.6","","156.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-05","2000","05","17.6","","8.6","","13.1","","25.0","","2.5","","108.1","","0.0","","108.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-06","2000","06","21.2","","12.5","","16.8","","27.0","","7.5","S","132.7","","0.0","","132.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-07","2000","07","23.9","","15.1","","19.5","","27.5","","10.0","","108.3","","0.0","","108.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-08","2000","08","24.1","","15.3","","19.7","","27.5","","7.5","","86.6","","0.0","","86.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-09","2000","09","19.2","","10.9","","15.1","","28.0","","0.0","","93.4","","0.0","","93.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-10","2000","10","13.8","","5.6","","9.7","","22.0","","-2.5","","33.4","","0.0","","33.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-11","2000","11","6.8","","-0.6","","3.1","","14.5","","-12.5","","83.2","","6.0","","89.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2000-12","2000","12","-2.7","","-11.9","","-7.4","","11.0","","-23.0","","17.2","","56.2","","73.4","","13","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-01","2001","01","-1.2","","-9.8","","-5.5","","4.5","","-20.0","S","5.8","","50.0","","55.8","","27","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-02","2001","02","-0.5","","-9.7","","-5.1","","8.0","","-17.5","","36.3","","26.4","","62.7","","2","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-03","2001","03","2.5","","-5.5","","-1.5","","9.0","","-13.5","","30.8","","29.5","","60.3","","6","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-04","2001","04","12.4","","1.7","","7.0","","24.5","","-3.5","","26.6","","0.0","T","26.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-05","2001","05","19.5","","9.4","","14.5","","25.0","","1.0","","40.7","","0.0","","40.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-06","2001","06","23.6","E","14.1","","18.9","E","31.5","","7.5","","52.4","","0.0","","52.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-07","2001","07","25.4","","15.1","","20.3","","32.0","","7.5","","30.4","","0.0","","30.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-08","2001","08","27.3","","17.7","","22.5","","34.0","","10.5","","93.9","","0.0","","93.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-09","2001","09","21.2","","11.9","E","16.5","E","29.5","","4.0","","102.2","","0.0","","102.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-10","2001","10","15.0","","7.0","","11.0","","23.5","","-3.5","","97.6","","0.0","","97.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-11","2001","11","10.4","","2.3","E","6.4","E","17.5","","-3.5","","81.2","","0.0","T","81.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2001-12","2001","12","4.3","","-2.8","","0.7","","16.0","","-13.5","","33.6","","66.0","","99.6","","26","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-01","2002","01","2.4","E","-4.9","","-1.3","E","10.0","","-14.0","","15.8","","33.5","","49.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-02","2002","02","2.5","E","-8.2","","-2.8","E","11.0","S","-20.5","","22.2","","21.8","","44.0","","1","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-03","2002","03","4.2","","-4.4","","-0.1","","16.0","","-13.0","","48.4","","29.6","","78.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-04","2002","04","11.1","","2.2","","6.7","","25.5","","-7.0","S","89.9","","6.8","","96.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-05","2002","05","15.5","","6.5","","11.0","","26.0","","0.5","","133.5","","0.0","","133.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-06","2002","06","22.6","","13.5","","18.1","","29.5","","5.0","","81.4","","0.0","","81.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-07","2002","07","27.2","","17.5","","22.4","","32.0","S","10.5","S","36.3","","0.0","","36.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-08","2002","08","26.7","","16.7","","21.7","","33.0","","11.0","","31.5","","0.0","","31.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-09","2002","09","23.2","","14.1","","18.7","","29.0","","5.0","","77.8","","0.0","","77.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-10","2002","10","12.1","","4.3","","8.2","","24.5","","-5.5","","93.5","","0.0","T","93.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-11","2002","11","6.2","","-0.9","","2.7","","17.0","","-10.5","","63.0","","19.2","","82.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2002-12","2002","12","1.0","E","-6.8","E","-2.9","E","8.5","S","-18.5","","15.6","","18.0","","33.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-01","2003","01","-5.6","","-16.0","","-10.8","","4.0","","-29.5","","0.0","","91.0","","91.0","","36","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-02","2003","02","-4.1","E","-14.2","","-9.2","E","5.0","","-27.0","","33.8","","26.0","","59.8","","18","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-03","2003","03","3.1","","-6.9","E","-1.9","E","15.5","","-26.0","","47.0","","21.5","","68.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-04","2003","04","8.6","","-0.9","","3.8","","22.5","","-9.0","S","34.6","","24.1","","58.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-05","2003","05","17.3","","8.1","","12.7","","25.0","","1.0","","118.0","","0.0","","118.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-06","2003","06","22.3","","13.0","","17.7","","30.5","","6.0","S","62.2","","0.0","","62.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-07","2003","07","25.3","","16.6","","21.0","","30.0","S","12.0","S","117.4","","0.0","","117.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-08","2003","08","26.0","","17.4","","21.7","","29.5","","8.0","","56.6","","0.0","","56.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-09","2003","09","22.2","E","12.6","","17.4","E","28.0","","5.5","","80.7","","0.0","","80.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-10","2003","10","12.8","","4.4","","8.6","","23.5","","-2.0","S","108.4","","0.0","","108.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-11","2003","11","8.5","","0.5","","4.5","","15.5","S","-9.0","","128.4","","5.0","","133.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2003-12","2003","12","1.6","","-5.8","E","-2.1","E","9.0","S","-14.0","","101.5","","21.4","","122.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-01","2004","01","-7.1","","-17.2","","-12.2","","8.5","","-30.0","","8.4","","44.6","","53.0","","25","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-02","2004","02","-0.4","","-11.0","","-5.7","","7.0","","-24.0","","6.4","","34.8","","41.2","","30","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-03","2004","03","5.4","","-3.0","","1.2","","15.0","","-13.0","","35.5","","10.0","","45.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-04","2004","04","11.0","","1.4","","6.2","","24.0","","-10.0","","91.3","","2.0","","93.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-05","2004","05","18.1","E","8.5","","13.4","E","26.0","S","0.0","","100.2","","0.0","","100.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-06","2004","06","21.8","","12.4","","17.2","","29.0","","6.0","","46.4","","0.0","","46.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-07","2004","07","24.4","","16.6","","20.6","","28.0","","12.0","S","133.2","","0.0","","133.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-08","2004","08","23.4","","15.5","","19.5","","26.5","S","8.0","","41.8","","0.0","","41.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-09","2004","09","21.8","","13.3","","17.5","","26.0","","6.0","S","132.6","","0.0","","132.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-10","2004","10","14.0","","6.4","","10.2","","21.5","","0.5","S","77.5","","0.0","","77.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-11","2004","11","8.3","","0.4","","4.4","","14.0","","-6.5","","92.8","","0.0","T","92.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2004-12","2004","12","1.5","E","-7.9","E","-3.2","E","10.0","","-27.5","","102.2","","31.0","","133.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-01","2005","01","-3.4","","-12.6","","-8.1","","13.0","","-27.0","","27.4","","25.0","","52.4","","3","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-02","2005","02","-0.8","E","-9.4","","-5.1","E","6.5","","-17.0","","24.8","","33.8","","58.6","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-03","2005","03","3.0","","-6.4","","-1.7","","15.5","","-16.5","","21.8","","7.4","","29.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-04","2005","04","11.9","","2.9","","7.4","","19.0","","-1.0","","108.0","","0.0","T","108.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-05","2005","05","16.7","","7.2","","12.0","","26.0","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-06","2005","06","26.2","","17.0","","21.6","","34.0","","8.5","","26.8","","0.0","","26.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-07","2005","07","28.5","","18.6","","23.6","","35.0","","11.0","","60.3","","0.0","","60.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-08","2005","08","26.5","","17.9","E","22.2","E","31.0","","11.0","","125.7","","0.0","","125.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-09","2005","09","22.8","","13.7","E","18.3","E","28.0","S","3.5","","97.6","","0.0","","97.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-10","2005","10","14.0","","7.4","","10.7","","25.0","","-1.0","S","109.6","","0.0","","109.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-11","2005","11","9.5","","0.9","","5.2","","19.5","","-12.0","","115.4","","20.6","","136.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2005-12","2005","12","-0.8","","-7.4","","-4.1","","5.0","","-21.0","","15.2","","65.9","","81.1","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-01","2006","01","2.7","","-5.9","","-1.6","","10.5","","-18.5","","70.3","","19.5","","89.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-02","2006","02","-0.5","E","-9.4","E","-5.0","E","9.5","","-23.5","","36.4","","25.6","","62.0","","11","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-03","2006","03","5.0","","-5.0","","0.0","","21.0","","-16.0","","55.2","","2.0","","57.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-04","2006","04","13.6","","2.5","E","8.0","E","23.0","","-6.0","","65.1","","0.0","T","65.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-05","2006","05","19.1","","9.6","E","14.4","E","30.0","","0.5","","65.8","","0.0","","65.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-06","2006","06","23.1","","14.1","","18.7","","29.0","","7.5","","99.3","","0.0","","99.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-07","2006","07","27.1","","18.3","","22.7","","31.0","","11.5","","46.4","","0.0","","46.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-08","2006","08","26.2","","16.3","","21.3","","34.5","","9.0","","59.2","","0.0","","59.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-09","2006","09","19.3","","11.3","","15.3","","25.0","S","2.0","","154.0","","0.0","","154.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-10","2006","10","12.8","","4.7","E","8.8","E","21.0","","-3.0","","145.0","","1.0","","146.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-11","2006","11","9.0","","2.1","","5.5","","15.0","","-3.0","","112.5","","0.6","","113.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","2006-12","2006","12","5.3","","-1.8","","1.7","","11.5","","-15.0","","91.2","","8.6","","99.8","","2","","","","",""
